"Area,""Area Id"",""Variable Name"",""Variable Id"",""Year"",""Value"",""Symbol"",""Md"""	
"Brazil,21,""Agricultural water withdrawal as % of total renewable water resources"",4273,2017,0.456,"""","""","""""	
"Brazil,21,""SDG 6.4.2. Water Stress"",4550,1987,1.657,""K"","""","""""	
"Brazil,21,""SDG 6.4.2. Water Stress"",4550,1996,2.592,""K"","""","""""	
"Brazil,21,""SDG 6.4.2. Water Stress"",4550,2006,2.746,""K"","""","""""	
"Brazil,21,""SDG 6.4.2. Water Stress"",4550,2010,3.536,""K"","""","""""	
"Brazil,21,""SDG 6.4.2. Water Stress"",4550,2017,3.105,""K"","""","""""	
"Brazil,21,""Irrigation potential"",4307,1962,29350.0,"""","""","""""	
"Brazil,21,""Irrigation potential"",4307,1967,29350.0,"""","""","""""	
"Brazil,21,""Irrigation potential"",4307,1972,29350.0,"""","""","""""	
"Brazil,21,""Irrigation potential"",4307,1977,29350.0,"""","""","""""	
"Brazil,21,""Irrigation potential"",4307,1982,29350.0,"""","""","""""	
"Brazil,21,""Irrigation potential"",4307,1987,29350.0,"""","""","""""	
"Brazil,21,""Irrigation potential"",4307,1992,29350.0,"""","""","""""	
"Brazil,21,""Irrigation potential"",4307,1997,29350.0,"""","""","""""	
"Brazil,21,""Irrigation potential"",4307,2002,29350.0,"""","""","""""	
"Brazil,21,""Irrigation potential"",4307,2007,29350.0,"""","""","""""	
"Brazil,21,""Irrigation potential"",4307,2012,29350.0,"""","""","""""	
"Brazil,21,""Irrigation potential"",4307,2013,29350.0,"""","""","""""	
"Brazil,21,""Area equipped for full control irrigation: surface irrigation"",4308,1998,1696.0,"""","""","""""	
"Brazil,21,""Area equipped for full control irrigation: surface irrigation"",4308,2006,1860.0,""K"","""","""""	
"Brazil,21,""Area equipped for full control irrigation: surface irrigation"",4308,2010,2619.0,"""","""","""""	
"Brazil,21,""Area equipped for full control irrigation: surface irrigation"",4308,2016,1547.0,"""","""","""""	
"Brazil,21,""Area equipped for full control irrigation: sprinkler irrigation"",4309,1998,1006.0,"""","""","""""	
"Brazil,21,""Area equipped for full control irrigation: sprinkler irrigation"",4309,2006,2413.0,"""","""","""""	
"Brazil,21,""Area equipped for full control irrigation: sprinkler irrigation"",4309,2010,2446.0,"""","""","""""	
"Brazil,21,""Area equipped for full control irrigation: sprinkler irrigation"",4309,2016,1029.0,"""","""","""""	
"Brazil,21,""Area equipped for full control irrigation: localized irrigation"",4310,1986,20.15,"""","""","""""	
"Brazil,21,""Area equipped for full control irrigation: localized irrigation"",4310,1998,176.1,"""","""","""""	
"Brazil,21,""Area equipped for full control irrigation: localized irrigation"",4310,2006,328.0,"""","""","""""	
"Brazil,21,""Area equipped for full control irrigation: localized irrigation"",4310,2010,334.8,"""","""","""""	
"Brazil,21,""Area equipped for full control irrigation: localized irrigation"",4310,2016,2490.0,"""","""","""""	
"Brazil,21,""Area equipped for full control irrigation: total"",4311,1998,2878.0,"""","""","""""	
"Brazil,21,""Area equipped for full control irrigation: total"",4311,2006,4601.0,""K"","""","""""	
"Brazil,21,""Area equipped for full control irrigation: total"",4311,2010,5400.0,"""","""","""""	
"Brazil,21,""Area equipped for full control irrigation: total"",4311,2016,5066.0,"""","""","""""	
"Brazil,21,""Area equipped for full control irrigation: actually irrigated"",4461,1989,2700.0,"""","""","""""	
"Brazil,21,""Area equipped for full control irrigation: actually irrigated"",4461,2006,4454.0,"""","""","""""	
"Brazil,21,""Area equipped for full control irrigation: actually irrigated"",4461,2017,5159.0,"""","""","""""	
"Brazil,21,""% of area equipped for full control irrigation actually irrigated"",4463,2006,96.81,""K"","""","""""	
"Brazil,21,""% of area equipped for full control irrigation actually irrigated"",4463,2017,101.8,"""","""","""""	
"Brazil,21,""Area equipped for irrigation: total"",4313,1998,2878.0,"""","""","""""	
"Brazil,21,""Area equipped for irrigation: total"",4313,2006,4601.0,""K"","""","""""	
"Brazil,21,""Area equipped for irrigation: total"",4313,2010,5400.0,"""","""","""""	
"Brazil,21,""Area equipped for irrigation: total"",4313,2016,5066.0,"""","""","""""	
"Brazil,21,""Area equipped for irrigation: actually irrigated"",4318,1989,2700.0,"""","""","""""	
"Brazil,21,""Area equipped for irrigation: actually irrigated"",4318,2006,4454.0,"""","""","""""	
"Brazil,21,""% of the area equipped for irrigation actually irrigated"",4328,2006,96.81,""K"","""","""""	
"Brazil,21,""% of the cultivated area equipped for irrigation"",4331,1998,4.179,""K"","""","""""	
"Brazil,21,""% of the cultivated area equipped for irrigation"",4331,2006,6.083,""K"","""","""""	
"Brazil,21,""% of the cultivated area equipped for irrigation"",4331,2010,6.783,""K"","""","""""	
"Brazil,21,""% of the cultivated area equipped for irrigation"",4331,2016,5.787,""K"","""","""""	
"Brazil,21,""% of irrigation potential equipped for irrigation"",4330,1998,9.806,"""","""","""""	
"Brazil,21,""% of irrigation potential equipped for irrigation"",4330,2006,15.68,""K"","""","""""	
"Brazil,21,""% of irrigation potential equipped for irrigation"",4330,2010,18.4,"""","""","""""	
"Brazil,21,""% of irrigation potential equipped for irrigation"",4330,2016,17.26,"""","""","""""	
"Brazil,21,""Total agricultural water managed area"",4317,1998,2878.0,"""","""","""""	
"Brazil,21,""Total agricultural water managed area"",4317,2006,4601.0,""K"","""","""""	
"Brazil,21,""Total agricultural water managed area"",4317,2010,5400.0,"""","""","""""	
"Brazil,21,""Total agricultural water managed area"",4317,2016,5066.0,"""","""","""""	
"Brazil,21,""% of agricultural water managed area equipped for irrigation"",4319,1998,100.0,"""","""","""""	
"Brazil,21,""% of agricultural water managed area equipped for irrigation"",4319,2006,100.0,""K"","""","""""	
"Brazil,21,""% of agricultural water managed area equipped for irrigation"",4319,2010,100.0,"""","""","""""	
"Brazil,21,""% of agricultural water managed area equipped for irrigation"",4319,2016,100.0,"""","""","""""	
"Brazil,21,""Area equipped for irrigation by surface water"",4321,1998,2325.0,"""","""","""""	
"Brazil,21,""Area equipped for irrigation by groundwater"",4320,1998,545.3,"""","""","""""	
"Brazil,21,""% of area equipped for irrigation by surface water"",4324,1996,81.0,"""","""","""""	
"Brazil,21,""% of area equipped for irrigation by surface water"",4324,1998,80.79,"""","""","""""	
"Brazil,21,""% of area equipped for irrigation by groundwater"",4323,1996,19.0,"""","""","""""	
"Brazil,21,""% of area equipped for irrigation by groundwater"",4323,1998,18.95,"""","""","""""	
"Brazil,21,""% of area equipped for irrigation by mixed surface water and groundwater"",4325,1996,0.0,"""","""","""""	
"Brazil,21,""Total harvested irrigated crop area (full control irrigation)"",4379,2006,5329.0,""K"","""","""""	
"Brazil,21,""Harvested irrigated temporary crop area: Total"",4520,2006,4798.0,""K"","""","""""	
"Brazil,21,""Harvested irrigated permanent crop area: Total"",4521,2006,476.0,""K"","""","""""	
"Brazil,21,""Permanent meadows and pastures irrigated"",4469,2006,55.0,"""","""","""""	
"Brazil,21,""Irrigated cropping intensity"",4464,2006,119.6,""K"","""","""""	
"Brazil,21,""Harvested irrigated temporary crop area: Wheat"",4345,2006,19.0,"""","""","""""	
"Brazil,21,""Harvested irrigated temporary crop area: Rice"",4346,1996,910.0,"""","""","""""	
"Brazil,21,""Harvested irrigated temporary crop area: Rice"",4346,2006,1129.0,"""","""","""""	
"Brazil,21,""Harvested irrigated temporary crop area: Maize"",4348,2006,559.0,"""","""","""""	
"Brazil,21,""Harvested irrigated temporary crop area: Vegetables"",4360,1996,318.4,"""","""","""""	
"Brazil,21,""Harvested irrigated temporary crop area: Vegetables"",4360,2006,151.8,"""","""","""""	
"Brazil,21,""Harvested irrigated temporary crop area: Soybeans"",4371,2006,624.2,"""","""","""""	
"Brazil,21,""Harvested irrigated temporary crop area: Potatoes"",4352,2006,23.0,"""","""","""""	
"Brazil,21,""Harvested irrigated temporary crop area: Leguminous crops"",4359,2006,315.9,"""","""","""""	
"Brazil,21,""Harvested irrigated temporary crop area: Sugarcane"",4357,2006,1705.0,"""","""","""""	
"Brazil,21,""Harvested irrigated temporary crop area: Cotton"",4367,2006,207.0,"""","""","""""	
"Brazil,21,""Harvested irrigated temporary crop area: Tobacco"",4366,2006,64.0,"""","""","""""	
"Brazil,21,""Harvested irrigated permanent crop area: Bananas"",4361,2006,27.0,"""","""","""""	
"Brazil,21,""Harvested irrigated permanent crop area: Citrus"",4362,2006,157.5,"""","""","""""	
"Brazil,21,""Harvested irrigated permanent crop area: Other fruits"",4524,2006,29.0,"""","""","""""	
"Brazil,21,""Harvested irrigated permanent crop area: Coffee"",4364,2006,262.2,"""","""","""""	
"Brazil,21,""Total cultivated area drained"",4300,1998,1280.0,"""","""","""""	
"Brazil,21,""% of total cultivated area drained"",4305,1998,1.859,""K"","""","""""	
"Brazil,21,""Conservation agriculture area"",4454,1977,57.0,"""","""","""""	
"Brazil,21,""Conservation agriculture area"",4454,1982,232.5,"""","""","""""	
"Brazil,21,""Conservation agriculture area"",4454,1987,650.0,"""","""","""""	
"Brazil,21,""Conservation agriculture area"",4454,1992,1350.0,"""","""","""""	
"Brazil,21,""Conservation agriculture area"",4454,1997,8847.0,"""","""","""""	
"Brazil,21,""Conservation agriculture area"",4454,2002,18744.0,"""","""","""""	
"Brazil,21,""Conservation agriculture area"",4454,2006,25502.0,"""","""","""""	
"Brazil,21,""Conservation agriculture area"",4454,2012,31811.0,"""","""","""""	
"Brazil,21,""Conservation agriculture area as % of arable land area"",4455,1977,0.1295,""K"","""","""""	
"Brazil,21,""Conservation agriculture area as % of arable land area"",4455,1982,0.4947,""K"","""","""""	
"Brazil,21,""Conservation agriculture area as % of arable land area"",4455,1987,1.313,""K"","""","""""	
"Brazil,21,""Conservation agriculture area as % of arable land area"",4455,1992,2.606,""K"","""","""""	
"Brazil,21,""Conservation agriculture area as % of arable land area"",4455,1997,15.31,""K"","""","""""	
"Brazil,21,""Conservation agriculture area as % of arable land area"",4455,2002,30.48,""K"","""","""""	
"Brazil,21,""Conservation agriculture area as % of arable land area"",4455,2006,37.29,""K"","""","""""	
"Brazil,21,""Conservation agriculture area as % of arable land area"",4455,2012,43.81,""K"","""","""""	
"Brazil,21,""Area salinized by irrigation"",4400,1998,15.0,"""","""","""""	
"Brazil,21,""% of area equipped for irrigation salinized"",4445,1998,0.5212,"""","""","""""	
"Brazil,21,""Flood occurrence (WRI)"",4543,2013,3.1,""E"","""","""""	
"Brazil,21,""Total population with access to safe drinking-water (JMP)"",4114,1992,89.6,""E"","""","""""	
"Brazil,21,""Total population with access to safe drinking-water (JMP)"",4114,1997,92.1,""E"","""","""""	
"Brazil,21,""Total population with access to safe drinking-water (JMP)"",4114,2002,94.2,""E"","""","""""	
"Brazil,21,""Total population with access to safe drinking-water (JMP)"",4114,2007,95.9,""E"","""","""""	
"Brazil,21,""Total population with access to safe drinking-water (JMP)"",4114,2012,97.5,""E"","""","""""	
"Brazil,21,""Total population with access to safe drinking-water (JMP)"",4114,2015,98.1,""E"","""","""""	
"Brazil,21,""Rural population with access to safe drinking-water (JMP)"",4115,1992,69.3,""E"","""","""""	
"Brazil,21,""Rural population with access to safe drinking-water (JMP)"",4115,1997,73.3,""E"","""","""""	
"Brazil,21,""Rural population with access to safe drinking-water (JMP)"",4115,2002,77.3,""E"","""","""""	
"Brazil,21,""Rural population with access to safe drinking-water (JMP)"",4115,2007,81.3,""E"","""","""""	
"Brazil,21,""Rural population with access to safe drinking-water (JMP)"",4115,2012,85.4,""E"","""","""""	
"Brazil,21,""Rural population with access to safe drinking-water (JMP)"",4115,2015,87.0,""E"","""","""""	
"Brazil,21,""Urban population with access to safe drinking-water (JMP)"",4116,1992,96.2,""E"","""","""""	
"Brazil,21,""Urban population with access to safe drinking-water (JMP)"",4116,1997,97.0,""E"","""","""""	
"Brazil,21,""Urban population with access to safe drinking-water (JMP)"",4116,2002,97.9,""E"","""","""""	
"Brazil,21,""Urban population with access to safe drinking-water (JMP)"",4116,2007,98.8,""E"","""","""""	
"Brazil,21,""Urban population with access to safe drinking-water (JMP)"",4116,2012,99.6,""E"","""","""""	
"Brazil,21,""Urban population with access to safe drinking-water (JMP)"",4116,2015,100.0,""E"","""","""""	
